Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,160.47000122070312,160.9499969482422,157.52999877929688,159.41000366210938,146.16409301757812,944900
2020-01-03,158.02999877929688,159.6300048828125,157.25,159.4199981689453,146.1732635498047,567000
2020-01-06,157.74000549316406,158.88999938964844,156.42999267578125,156.8000030517578,143.77093505859375,880200
2020-01-07,156.89999389648438,157.39999389648438,152.41000366210938,154.94000244140625,142.06549072265625,1129500
2020-01-08,154.85000610351562,156.0500030517578,153.13999938964844,153.16000366210938,140.4334259033203,825700
2020-01-09,153.77999877929688,153.97999572753906,150.25,152.8699951171875,140.16751098632812,1177400
2020-01-10,153.17999267578125,153.5,148.61000061035156,149.00999450683594,136.6282501220703,1416100
2020-01-13,145.3300018310547,147.0,142.75999450683594,145.25999450683594,133.1898651123047,2138700
2020-01-14,145.58999633789062,149.0800018310547,144.33999633789062,148.89999389648438,136.52737426757812,1568400
2020-01-15,149.5800018310547,151.49000549316406,147.82000732421875,150.2100067138672,137.7285614013672,1208800
2020-01-16,150.74000549316406,152.0,150.10000610351562,151.94000244140625,139.3147735595703,677000
2020-01-17,151.77999877929688,152.0800018310547,150.36000061035156,151.0500030517578,138.49876403808594,817400
2020-01-21,150.6199951171875,150.6199951171875,147.86000061035156,149.0,136.61907958984375,797300
2020-01-22,148.8699951171875,149.97999572753906,146.80999755859375,147.64999389648438,135.38125610351562,1204300
2020-01-23,146.07000732421875,150.1300048828125,145.97000122070312,149.72999572753906,137.28842163085938,1312600
2020-01-24,150.0,150.0,141.2100067138672,141.67999267578125,129.90733337402344,1277100
2020-01-27,139.88999938964844,141.66000366210938,139.05999755859375,139.05999755859375,127.50501251220703,937300
2020-01-28,139.77999877929688,140.24000549316406,137.3699951171875,138.5800018310547,127.06490325927734,924000
2020-01-29,139.0500030517578,140.42999267578125,138.10000610351562,138.5500030517578,127.03742218017578,913400
2020-01-30,136.9499969482422,137.47999572753906,133.42999267578125,135.27000427246094,124.02995300292969,1018300
2020-01-31,134.33999633789062,134.58999633789062,131.5,131.75,120.80242156982422,1280700
2020-02-03,132.77999877929688,134.41000366210938,132.33999633789062,132.64999389648438,121.62764739990234,1014200
2020-02-04,134.08999633789062,134.6300048828125,131.5399932861328,131.55999755859375,120.62823486328125,822300
2020-02-05,132.7100067138672,137.63999938964844,132.25,137.02000427246094,125.63455200195312,1199400
2020-02-06,137.1300048828125,137.33999633789062,133.97000122070312,134.3699951171875,123.2047348022461,873000
2020-02-07,134.0,134.3800048828125,131.1300048828125,132.92999267578125,121.8843994140625,895500
2020-02-10,132.1699981689453,132.2899932861328,129.94000244140625,130.67999267578125,119.82134246826172,780800
2020-02-11,130.9600067138672,132.83999633789062,130.7899932861328,132.11000061035156,121.13250732421875,558100
2020-02-12,132.88999938964844,134.7899932861328,132.5399932861328,134.32000732421875,123.15888977050781,595100
2020-02-13,133.77999877929688,136.1699981689453,133.1699981689453,134.6699981689453,123.47978210449219,949700
2020-02-14,134.75,134.75,131.55999755859375,133.58999633789062,122.48955535888672,1122500
2020-02-18,145.38999938964844,150.66000366210938,140.75999450683594,141.80999755859375,130.0265350341797,2881700
2020-02-19,141.50999450683594,142.4199981689453,137.74000549316406,140.1199951171875,128.47694396972656,1015600
2020-02-20,140.14999389648438,142.86000061035156,139.5399932861328,142.47999572753906,130.640869140625,671600
2020-02-21,141.6199951171875,142.1300048828125,139.8699951171875,140.61000061035156,128.92623901367188,791800
2020-02-24,137.4199981689453,140.83999633789062,136.55999755859375,139.91000366210938,128.2843780517578,1199400
2020-02-25,140.77999877929688,140.77999877929688,136.13999938964844,137.60000610351562,126.16632843017578,1565700
2020-02-26,138.9499969482422,138.9499969482422,134.0800018310547,134.5399932861328,123.3606185913086,1164800
2020-02-27,133.16000366210938,138.11000061035156,129.6300048828125,134.1300048828125,122.98468017578125,997000
2020-02-28,131.2899932861328,132.97999572753906,127.8499984741211,132.97999572753906,121.93024444580078,1909200
2020-03-02,133.4499969482422,133.4499969482422,128.0399932861328,132.99000549316406,121.93942260742188,1403000
2020-03-03,131.52000427246094,135.66000366210938,128.9199981689453,130.3300018310547,119.50042724609375,1241000
2020-03-04,131.22000122070312,133.02999877929688,128.07000732421875,132.89999389648438,121.85688781738281,861300
2020-03-05,129.19000244140625,129.77000427246094,126.0,126.91999816894531,116.37377166748047,1157100
2020-03-06,123.80999755859375,128.47999572753906,121.51000213623047,127.91000366210938,117.28152465820312,1207800
2020-03-09,119.93000030517578,132.19000244140625,119.44000244140625,130.36000061035156,119.52793884277344,1736700
2020-03-10,133.74000549316406,137.35000610351562,129.94000244140625,135.1999969482422,123.96575927734375,1322500
2020-03-11,132.47000122070312,132.8000030517578,123.41000366210938,125.62000274658203,115.18180084228516,2077500
2020-03-12,118.4000015258789,120.33000183105469,109.0199966430664,109.16999816894531,100.09870147705078,1721300
2020-03-13,114.08000183105469,115.30999755859375,105.1500015258789,113.69000244140625,104.24311828613281,1251600
2020-03-16,102.83000183105469,107.48999786376953,93.87999725341797,95.25,87.33535766601562,1416100
