===============================================================================
Id,2006-day-001,len,datetime,open,high,low,close,volume,openinterest,Strategy,len,datetime
197,2006-day-001,197,2006-10-06 23:59:59.999989,3939.28,3950.06,3919.88,3940.31,0.0,0.0,Strategy,197,732590.9999999999
198,2006-day-001,198,2006-10-09 23:59:59.999989,3932.33,3942.17,3921.81,3939.48,0.0,0.0,Strategy,198,732593.9999999999
199,2006-day-001,199,2006-10-10 23:59:59.999989,3946.55,3963.2,3943.35,3960.67,0.0,0.0,Strategy,199,732594.9999999999
200,2006-day-001,200,2006-10-11 23:59:59.999989,3956.15,3969.72,3939.78,3967.39,0.0,0.0,Strategy,200,732595.9999999999
201,2006-day-001,201,2006-10-12 23:59:59.999989,3966.39,4000.49,3964.44,3999.93,0.0,0.0,Strategy,201,732596.9999999999
202,2006-day-001,202,2006-10-13 23:59:59.999989,4002.28,4008.67,3986.41,3999.07,0.0,0.0,Strategy,202,732597.9999999999
203,2006-day-001,203,2006-10-16 23:59:59.999989,4000.3,4007.38,3987.52,4001.97,0.0,0.0,Strategy,203,732600.9999999999
204,2006-day-001,204,2006-10-17 23:59:59.999989,3993.04,3993.33,3947.39,3949.57,0.0,0.0,Strategy,204,732601.9999999999
205,2006-day-001,205,2006-10-18 23:59:59.999989,3958.29,4007.17,3958.29,3991.38,0.0,0.0,Strategy,205,732602.9999999999
206,2006-day-001,206,2006-10-19 23:59:59.999989,3986.3,4000.76,3967.98,3986.82,0.0,0.0,Strategy,206,732603.9999999999
207,2006-day-001,207,2006-10-20 23:59:59.999989,3991.86,4016.63,3981.18,3998.19,0.0,0.0,Strategy,207,732604.9999999999
208,2006-day-001,208,2006-10-23 23:59:59.999989,4001.63,4024.75,3982.02,4019.02,0.0,0.0,Strategy,208,732607.9999999999
209,2006-day-001,209,2006-10-24 23:59:59.999989,4018.21,4022.87,4003.96,4014.01,0.0,0.0,Strategy,209,732608.9999999999
210,2006-day-001,210,2006-10-25 23:59:59.999989,4011.18,4025.56,4004.86,4019.14,0.0,0.0,Strategy,210,732609.9999999999
211,2006-day-001,211,2006-10-26 23:59:59.999989,4026.47,4047.54,4019.98,4027.29,0.0,0.0,Strategy,211,732610.9999999999
212,2006-day-001,212,2006-10-27 23:59:59.999989,4029.07,4039.77,3998.43,4017.27,0.0,0.0,Strategy,212,732611.9999999999
213,2006-day-001,213,2006-10-30 23:59:59.999989,4007.26,4007.26,3979.81,4004.92,0.0,0.0,Strategy,213,732614.9999999999
214,2006-day-001,214,2006-10-31 23:59:59.999989,4003.92,4019.84,3990.01,4004.8,0.0,0.0,Strategy,214,732615.9999999999
215,2006-day-001,215,2006-11-01 23:59:59.999989,4003.8,4029.57,3999.78,4014.34,0.0,0.0,Strategy,215,732616.9999999999
216,2006-day-001,216,2006-11-02 23:59:59.999989,4003.97,4010.72,3961.64,3974.62,0.0,0.0,Strategy,216,732617.9999999999
217,2006-day-001,217,2006-11-03 23:59:59.999989,3979.73,4010.44,3971.83,3990.46,0.0,0.0,Strategy,217,732618.9999999999
218,2006-day-001,218,2006-11-06 23:59:59.999989,3991.47,4045.22,3991.47,4045.22,0.0,0.0,Strategy,218,732621.9999999999
219,2006-day-001,219,2006-11-07 23:59:59.999989,4047.63,4075.99,4045.52,4072.86,0.0,0.0,Strategy,219,732622.9999999999
220,2006-day-001,220,2006-11-08 23:59:59.999989,4064.92,4078.99,4047.19,4073.81,0.0,0.0,Strategy,220,732623.9999999999
221,2006-day-001,221,2006-11-09 23:59:59.999989,4071.17,4081.7,4059.21,4073.0,0.0,0.0,Strategy,221,732624.9999999999
222,2006-day-001,222,2006-11-10 23:59:59.999989,4067.1,4072.42,4048.97,4063.84,0.0,0.0,Strategy,222,732625.9999999999
223,2006-day-001,223,2006-11-13 23:59:59.999989,4063.01,4095.55,4059.51,4086.14,0.0,0.0,Strategy,223,732628.9999999999
224,2006-day-001,224,2006-11-14 23:59:59.999989,4087.11,4097.05,4068.51,4084.33,0.0,0.0,Strategy,224,732629.9999999999
225,2006-day-001,225,2006-11-15 23:59:59.999989,4089.39,4110.53,4089.39,4108.83,0.0,0.0,Strategy,225,732630.9999999999
226,2006-day-001,226,2006-11-16 23:59:59.999989,4107.71,4116.79,4096.67,4109.71,0.0,0.0,Strategy,226,732631.9999999999
227,2006-day-001,227,2006-11-17 23:59:59.999989,4106.78,4107.24,4066.05,4078.36,0.0,0.0,Strategy,227,732632.9999999999
228,2006-day-001,228,2006-11-20 23:59:59.999989,4074.59,4101.04,4049.44,4096.74,0.0,0.0,Strategy,228,732635.9999999999
229,2006-day-001,229,2006-11-21 23:59:59.999989,4095.27,4112.27,4090.91,4096.06,0.0,0.0,Strategy,229,732636.9999999999
230,2006-day-001,230,2006-11-22 23:59:59.999989,4105.91,4118.4,4084.71,4094.97,0.0,0.0,Strategy,230,732637.9999999999
231,2006-day-001,231,2006-11-23 23:59:59.999989,4099.96,4105.18,4070.31,4085.76,0.0,0.0,Strategy,231,732638.9999999999
232,2006-day-001,232,2006-11-24 23:59:59.999989,4076.14,4078.44,4028.3,4048.16,0.0,0.0,Strategy,232,732639.9999999999
233,2006-day-001,233,2006-11-27 23:59:59.999989,4045.05,4053.68,3978.25,3978.25,0.0,0.0,Strategy,233,732642.9999999999
234,2006-day-001,234,2006-11-28 23:59:59.999989,3976.16,3990.75,3951.94,3975.11,0.0,0.0,Strategy,234,732643.9999999999
235,2006-day-001,235,2006-11-29 23:59:59.999989,3983.51,4023.89,3983.51,4023.09,0.0,0.0,Strategy,235,732644.9999999999
236,2006-day-001,236,2006-11-30 23:59:59.999989,4027.46,4036.72,3983.05,3987.23,0.0,0.0,Strategy,236,732645.9999999999
237,2006-day-001,237,2006-12-01 23:59:59.999989,3993.03,4011.96,3914.46,3932.09,0.0,0.0,Strategy,237,732646.9999999999
238,2006-day-001,238,2006-12-04 23:59:59.999989,3935.81,3965.16,3927.4,3962.93,0.0,0.0,Strategy,238,732649.9999999999
239,2006-day-001,239,2006-12-05 23:59:59.999989,3966.61,4014.55,3961.06,4007.94,0.0,0.0,Strategy,239,732650.9999999999
240,2006-day-001,240,2006-12-06 23:59:59.999989,4007.75,4015.8,3987.15,4002.31,0.0,0.0,Strategy,240,732651.9999999999
241,2006-day-001,241,2006-12-07 23:59:59.999989,3997.09,4039.25,3991.84,4018.69,0.0,0.0,Strategy,241,732652.9999999999
242,2006-day-001,242,2006-12-08 23:59:59.999989,4011.63,4028.14,3980.66,4019.89,0.0,0.0,Strategy,242,732653.9999999999
243,2006-day-001,243,2006-12-11 23:59:59.999989,4024.14,4055.74,4024.14,4052.89,0.0,0.0,Strategy,243,732656.9999999999
244,2006-day-001,244,2006-12-12 23:59:59.999989,4052.55,4062.2,4044.02,4059.74,0.0,0.0,Strategy,244,732657.9999999999
245,2006-day-001,245,2006-12-13 23:59:59.999989,4063.14,4096.28,4054.64,4094.33,0.0,0.0,Strategy,245,732658.9999999999
246,2006-day-001,246,2006-12-14 23:59:59.999989,4100.49,4122.89,4099.98,4118.84,0.0,0.0,Strategy,246,732659.9999999999
247,2006-day-001,247,2006-12-15 23:59:59.999989,4119.08,4147.38,4119.08,4140.66,0.0,0.0,Strategy,247,732660.9999999999
248,2006-day-001,248,2006-12-18 23:59:59.999989,4140.99,4141.46,4129.65,4130.06,0.0,0.0,Strategy,248,732663.9999999999
249,2006-day-001,249,2006-12-19 23:59:59.999989,4121.01,4121.01,4085.18,4100.48,0.0,0.0,Strategy,249,732664.9999999999
250,2006-day-001,250,2006-12-20 23:59:59.999989,4108.3,4130.8,4108.3,4118.54,0.0,0.0,Strategy,250,732665.9999999999
251,2006-day-001,251,2006-12-21 23:59:59.999989,4111.85,4125.27,4104.46,4112.1,0.0,0.0,Strategy,251,732666.9999999999
252,2006-day-001,252,2006-12-22 23:59:59.999989,4109.86,4109.86,4072.62,4073.5,0.0,0.0,Strategy,252,732667.9999999999
253,2006-day-001,253,2006-12-27 23:59:59.999989,4079.7,4134.86,4079.7,4134.86,0.0,0.0,Strategy,253,732672.9999999999
254,2006-day-001,254,2006-12-28 23:59:59.999989,4137.44,4142.06,4125.14,4130.66,0.0,0.0,Strategy,254,732673.9999999999
255,2006-day-001,255,2006-12-29 23:59:59.999989,4130.12,4142.01,4119.94,4119.94,0.0,0.0,Strategy,255,732674.9999999999
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 2006-day-001
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Strategy:
      *************************************************************************
      - Params:
      *************************************************************************
      - Indicators:
      *************************************************************************
      - Observers:
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000.0
          - End: 10000.0
