Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
-116,200,588,4.48,3.91,6.65,3.15693,66.00400000000003,0.116,0.12700892857142862,2025-07-01 09:31:00-04:00,2025-07-01 16:00:00-04:00,0 days 06:29:00,
