===============================================================================
Id,2006-01-02-volume-min-001,len,datetime,open,high,low,close,volume,openinterest,Strategy,len,datetime
184,2006-01-02-volume-min-001,184,2006-01-02 12:08:00,3612.0,3612.0,3612.0,3612.0,15.0,0.0,Strategy,184,732313.5055555556
185,2006-01-02-volume-min-001,185,2006-01-02 12:09:00,3613.0,3613.0,3612.0,3612.0,1.0,0.0,Strategy,185,732313.50625
186,2006-01-02-volume-min-001,186,2006-01-02 12:10:00,3612.0,3612.0,3612.0,3612.0,7.0,0.0,Strategy,186,732313.5069444445
187,2006-01-02-volume-min-001,187,2006-01-02 12:11:00,3612.0,3613.0,3612.0,3612.0,54.0,0.0,Strategy,187,732313.5076388889
188,2006-01-02-volume-min-001,188,2006-01-02 12:12:00,3612.0,3613.0,3612.0,3612.0,238.0,0.0,Strategy,188,732313.5083333333
189,2006-01-02-volume-min-001,189,2006-01-02 12:13:00,3612.0,3613.0,3612.0,3612.0,28.0,0.0,Strategy,189,732313.5090277778
190,2006-01-02-volume-min-001,190,2006-01-02 12:14:00,3613.0,3613.0,3612.0,3612.0,68.0,0.0,Strategy,190,732313.5097222222
191,2006-01-02-volume-min-001,191,2006-01-02 12:15:00,3613.0,3613.0,3612.0,3613.0,194.0,0.0,Strategy,191,732313.5104166666
192,2006-01-02-volume-min-001,192,2006-01-02 12:16:00,3614.0,3614.0,3613.0,3613.0,895.0,0.0,Strategy,192,732313.5111111111
193,2006-01-02-volume-min-001,193,2006-01-02 12:17:00,3614.0,3614.0,3613.0,3614.0,130.0,0.0,Strategy,193,732313.5118055556
194,2006-01-02-volume-min-001,194,2006-01-02 12:18:00,3614.0,3614.0,3614.0,3614.0,20.0,0.0,Strategy,194,732313.5125
195,2006-01-02-volume-min-001,195,2006-01-02 12:19:00,3614.0,3614.0,3613.0,3614.0,516.0,0.0,Strategy,195,732313.5131944445
196,2006-01-02-volume-min-001,196,2006-01-02 12:20:00,3613.0,3614.0,3613.0,3614.0,287.0,0.0,Strategy,196,732313.5138888889
197,2006-01-02-volume-min-001,197,2006-01-02 12:21:00,3614.0,3614.0,3614.0,3614.0,159.0,0.0,Strategy,197,732313.5145833333
198,2006-01-02-volume-min-001,198,2006-01-02 12:22:00,3614.0,3615.0,3614.0,3614.0,237.0,0.0,Strategy,198,732313.5152777778
199,2006-01-02-volume-min-001,199,2006-01-02 12:23:00,3614.0,3614.0,3614.0,3614.0,47.0,0.0,Strategy,199,732313.5159722222
200,2006-01-02-volume-min-001,200,2006-01-02 12:24:00,3614.0,3615.0,3613.0,3613.0,134.0,0.0,Strategy,200,732313.5166666667
201,2006-01-02-volume-min-001,201,2006-01-02 12:25:00,3613.0,3614.0,3613.0,3613.0,121.0,0.0,Strategy,201,732313.5173611111
202,2006-01-02-volume-min-001,202,2006-01-02 12:26:00,3614.0,3614.0,3613.0,3613.0,14.0,0.0,Strategy,202,732313.5180555555
203,2006-01-02-volume-min-001,203,2006-01-02 12:27:00,3613.0,3614.0,3613.0,3614.0,36.0,0.0,Strategy,203,732313.51875
204,2006-01-02-volume-min-001,204,2006-01-02 12:29:00,3614.0,3614.0,3613.0,3614.0,14.0,0.0,Strategy,204,732313.5201388889
205,2006-01-02-volume-min-001,205,2006-01-02 12:31:00,3614.0,3614.0,3613.0,3614.0,8.0,0.0,Strategy,205,732313.5215277778
206,2006-01-02-volume-min-001,206,2006-01-02 12:32:00,3614.0,3614.0,3613.0,3613.0,88.0,0.0,Strategy,206,732313.5222222222
207,2006-01-02-volume-min-001,207,2006-01-02 12:33:00,3614.0,3614.0,3613.0,3613.0,2.0,0.0,Strategy,207,732313.5229166667
208,2006-01-02-volume-min-001,208,2006-01-02 12:34:00,3613.0,3613.0,3612.0,3613.0,163.0,0.0,Strategy,208,732313.5236111111
209,2006-01-02-volume-min-001,209,2006-01-02 12:35:00,3613.0,3613.0,3613.0,3613.0,5.0,0.0,Strategy,209,732313.5243055555
210,2006-01-02-volume-min-001,210,2006-01-02 12:37:00,3612.0,3612.0,3612.0,3612.0,1.0,0.0,Strategy,210,732313.5256944444
211,2006-01-02-volume-min-001,211,2006-01-02 12:39:00,3612.0,3612.0,3612.0,3612.0,5.0,0.0,Strategy,211,732313.5270833333
212,2006-01-02-volume-min-001,212,2006-01-02 12:40:00,3613.0,3613.0,3612.0,3612.0,395.0,0.0,Strategy,212,732313.5277777778
213,2006-01-02-volume-min-001,213,2006-01-02 12:41:00,3612.0,3612.0,3612.0,3612.0,74.0,0.0,Strategy,213,732313.5284722223
214,2006-01-02-volume-min-001,214,2006-01-02 12:42:00,3612.0,3612.0,3611.0,3612.0,133.0,0.0,Strategy,214,732313.5291666667
215,2006-01-02-volume-min-001,215,2006-01-02 12:43:00,3612.0,3612.0,3611.0,3611.0,578.0,0.0,Strategy,215,732313.5298611111
216,2006-01-02-volume-min-001,216,2006-01-02 12:44:00,3611.0,3612.0,3611.0,3612.0,25.0,0.0,Strategy,216,732313.5305555556
217,2006-01-02-volume-min-001,217,2006-01-02 12:46:00,3611.0,3611.0,3611.0,3611.0,47.0,0.0,Strategy,217,732313.5319444444
218,2006-01-02-volume-min-001,218,2006-01-02 12:47:00,3611.0,3611.0,3611.0,3611.0,520.0,0.0,Strategy,218,732313.5326388889
219,2006-01-02-volume-min-001,219,2006-01-02 12:48:00,3611.0,3611.0,3610.0,3610.0,751.0,0.0,Strategy,219,732313.5333333333
220,2006-01-02-volume-min-001,220,2006-01-02 12:49:00,3611.0,3611.0,3610.0,3610.0,37.0,0.0,Strategy,220,732313.5340277777
221,2006-01-02-volume-min-001,221,2006-01-02 12:51:00,3610.0,3610.0,3610.0,3610.0,16.0,0.0,Strategy,221,732313.5354166667
222,2006-01-02-volume-min-001,222,2006-01-02 12:52:00,3610.0,3610.0,3609.0,3609.0,156.0,0.0,Strategy,222,732313.536111111
223,2006-01-02-volume-min-001,223,2006-01-02 12:53:00,3610.0,3610.0,3609.0,3610.0,244.0,0.0,Strategy,223,732313.5368055556
224,2006-01-02-volume-min-001,224,2006-01-02 12:54:00,3610.0,3610.0,3610.0,3610.0,10.0,0.0,Strategy,224,732313.5375
225,2006-01-02-volume-min-001,225,2006-01-02 12:56:00,3610.0,3610.0,3610.0,3610.0,192.0,0.0,Strategy,225,732313.5388888889
226,2006-01-02-volume-min-001,226,2006-01-02 12:58:00,3609.0,3610.0,3609.0,3610.0,37.0,0.0,Strategy,226,732313.5402777778
227,2006-01-02-volume-min-001,227,2006-01-02 12:59:00,3610.0,3610.0,3610.0,3610.0,235.0,0.0,Strategy,227,732313.5409722222
228,2006-01-02-volume-min-001,228,2006-01-02 13:01:00,3609.0,3610.0,3609.0,3610.0,54.0,0.0,Strategy,228,732313.5423611111
229,2006-01-02-volume-min-001,229,2006-01-02 13:02:00,3610.0,3610.0,3609.0,3609.0,349.0,0.0,Strategy,229,732313.5430555556
230,2006-01-02-volume-min-001,230,2006-01-02 13:03:00,3609.0,3609.0,3609.0,3609.0,4.0,0.0,Strategy,230,732313.54375
231,2006-01-02-volume-min-001,231,2006-01-02 13:04:00,3610.0,3610.0,3610.0,3610.0,43.0,0.0,Strategy,231,732313.5444444445
232,2006-01-02-volume-min-001,232,2006-01-02 13:05:00,3610.0,3610.0,3609.0,3609.0,46.0,0.0,Strategy,232,732313.5451388889
233,2006-01-02-volume-min-001,233,2006-01-02 13:06:00,3609.0,3610.0,3609.0,3610.0,13.0,0.0,Strategy,233,732313.5458333333
234,2006-01-02-volume-min-001,234,2006-01-02 13:07:00,3609.0,3610.0,3609.0,3610.0,10.0,0.0,Strategy,234,732313.5465277778
235,2006-01-02-volume-min-001,235,2006-01-02 13:08:00,3609.0,3610.0,3609.0,3610.0,9.0,0.0,Strategy,235,732313.5472222222
236,2006-01-02-volume-min-001,236,2006-01-02 13:09:00,3610.0,3610.0,3609.0,3610.0,67.0,0.0,Strategy,236,732313.5479166667
237,2006-01-02-volume-min-001,237,2006-01-02 13:10:00,3610.0,3610.0,3609.0,3609.0,274.0,0.0,Strategy,237,732313.5486111111
238,2006-01-02-volume-min-001,238,2006-01-02 13:11:00,3609.0,3609.0,3609.0,3609.0,111.0,0.0,Strategy,238,732313.5493055555
239,2006-01-02-volume-min-001,239,2006-01-02 13:12:00,3609.0,3609.0,3609.0,3609.0,21.0,0.0,Strategy,239,732313.55
240,2006-01-02-volume-min-001,240,2006-01-02 13:14:00,3609.0,3609.0,3609.0,3609.0,14.0,0.0,Strategy,240,732313.5513888889
241,2006-01-02-volume-min-001,241,2006-01-02 13:15:00,3609.0,3609.0,3609.0,3609.0,9.0,0.0,Strategy,241,732313.5520833334
242,2006-01-02-volume-min-001,242,2006-01-02 13:16:00,3609.0,3610.0,3609.0,3610.0,246.0,0.0,Strategy,242,732313.5527777778
243,2006-01-02-volume-min-001,243,2006-01-02 13:17:00,3610.0,3610.0,3608.0,3608.0,224.0,0.0,Strategy,243,732313.5534722222
244,2006-01-02-volume-min-001,244,2006-01-02 13:18:00,3609.0,3609.0,3608.0,3609.0,115.0,0.0,Strategy,244,732313.5541666667
245,2006-01-02-volume-min-001,245,2006-01-02 13:19:00,3609.0,3609.0,3608.0,3608.0,141.0,0.0,Strategy,245,732313.5548611111
246,2006-01-02-volume-min-001,246,2006-01-02 13:20:00,3608.0,3608.0,3608.0,3608.0,4.0,0.0,Strategy,246,732313.5555555555
247,2006-01-02-volume-min-001,247,2006-01-02 13:21:00,3609.0,3609.0,3609.0,3609.0,245.0,0.0,Strategy,247,732313.55625
248,2006-01-02-volume-min-001,248,2006-01-02 13:22:00,3609.0,3609.0,3609.0,3609.0,4.0,0.0,Strategy,248,732313.5569444444
249,2006-01-02-volume-min-001,249,2006-01-02 13:23:00,3610.0,3610.0,3610.0,3610.0,8.0,0.0,Strategy,249,732313.557638889
250,2006-01-02-volume-min-001,250,2006-01-02 13:25:00,3609.0,3610.0,3609.0,3610.0,17.0,0.0,Strategy,250,732313.5590277778
251,2006-01-02-volume-min-001,251,2006-01-02 13:26:00,3609.0,3609.0,3609.0,3609.0,8.0,0.0,Strategy,251,732313.5597222223
252,2006-01-02-volume-min-001,252,2006-01-02 13:27:00,3610.0,3610.0,3610.0,3610.0,419.0,0.0,Strategy,252,732313.5604166667
253,2006-01-02-volume-min-001,253,2006-01-02 13:28:00,3610.0,3610.0,3609.0,3610.0,88.0,0.0,Strategy,253,732313.5611111111
254,2006-01-02-volume-min-001,254,2006-01-02 13:29:00,3609.0,3610.0,3609.0,3610.0,10.0,0.0,Strategy,254,732313.5618055556
255,2006-01-02-volume-min-001,255,2006-01-02 13:30:00,3610.0,3610.0,3609.0,3610.0,128.0,0.0,Strategy,255,732313.5625
256,2006-01-02-volume-min-001,256,2006-01-02 13:31:00,3609.0,3610.0,3609.0,3610.0,6.0,0.0,Strategy,256,732313.5631944444
257,2006-01-02-volume-min-001,257,2006-01-02 13:32:00,3610.0,3610.0,3609.0,3610.0,167.0,0.0,Strategy,257,732313.5638888889
258,2006-01-02-volume-min-001,258,2006-01-02 13:33:00,3609.0,3609.0,3609.0,3609.0,135.0,0.0,Strategy,258,732313.5645833333
259,2006-01-02-volume-min-001,259,2006-01-02 13:34:00,3609.0,3610.0,3609.0,3609.0,94.0,0.0,Strategy,259,732313.5652777777
260,2006-01-02-volume-min-001,260,2006-01-02 13:35:00,3609.0,3609.0,3609.0,3609.0,7.0,0.0,Strategy,260,732313.5659722222
261,2006-01-02-volume-min-001,261,2006-01-02 13:36:00,3609.0,3609.0,3609.0,3609.0,5.0,0.0,Strategy,261,732313.5666666667
262,2006-01-02-volume-min-001,262,2006-01-02 13:37:00,3609.0,3609.0,3609.0,3609.0,140.0,0.0,Strategy,262,732313.567361111
263,2006-01-02-volume-min-001,263,2006-01-02 13:38:00,3610.0,3610.0,3610.0,3610.0,10.0,0.0,Strategy,263,732313.5680555556
264,2006-01-02-volume-min-001,264,2006-01-02 13:39:00,3610.0,3610.0,3609.0,3610.0,150.0,0.0,Strategy,264,732313.56875
265,2006-01-02-volume-min-001,265,2006-01-02 13:40:00,3609.0,3609.0,3607.0,3609.0,127.0,0.0,Strategy,265,732313.5694444445
266,2006-01-02-volume-min-001,266,2006-01-02 13:41:00,3608.0,3609.0,3608.0,3608.0,64.0,0.0,Strategy,266,732313.5701388889
267,2006-01-02-volume-min-001,267,2006-01-02 13:42:00,3608.0,3608.0,3608.0,3608.0,1.0,0.0,Strategy,267,732313.5708333333
268,2006-01-02-volume-min-001,268,2006-01-02 13:43:00,3608.0,3609.0,3608.0,3608.0,83.0,0.0,Strategy,268,732313.5715277778
269,2006-01-02-volume-min-001,269,2006-01-02 13:44:00,3608.0,3609.0,3608.0,3608.0,156.0,0.0,Strategy,269,732313.5722222222
270,2006-01-02-volume-min-001,270,2006-01-02 13:45:00,3609.0,3609.0,3608.0,3609.0,23.0,0.0,Strategy,270,732313.5729166666
271,2006-01-02-volume-min-001,271,2006-01-02 13:46:00,3608.0,3608.0,3608.0,3608.0,332.0,0.0,Strategy,271,732313.5736111111
272,2006-01-02-volume-min-001,272,2006-01-02 13:47:00,3608.0,3608.0,3608.0,3608.0,20.0,0.0,Strategy,272,732313.5743055556
273,2006-01-02-volume-min-001,273,2006-01-02 13:48:00,3608.0,3608.0,3607.0,3608.0,226.0,0.0,Strategy,273,732313.575
274,2006-01-02-volume-min-001,274,2006-01-02 13:49:00,3608.0,3608.0,3607.0,3608.0,844.0,0.0,Strategy,274,732313.5756944445
275,2006-01-02-volume-min-001,275,2006-01-02 13:50:00,3608.0,3608.0,3607.0,3608.0,10.0,0.0,Strategy,275,732313.5763888889
276,2006-01-02-volume-min-001,276,2006-01-02 13:51:00,3607.0,3607.0,3607.0,3607.0,41.0,0.0,Strategy,276,732313.5770833333
277,2006-01-02-volume-min-001,277,2006-01-02 13:52:00,3608.0,3608.0,3608.0,3608.0,20.0,0.0,Strategy,277,732313.5777777778
278,2006-01-02-volume-min-001,278,2006-01-02 13:53:00,3607.0,3607.0,3607.0,3607.0,180.0,0.0,Strategy,278,732313.5784722222
279,2006-01-02-volume-min-001,279,2006-01-02 13:55:00,3607.0,3607.0,3607.0,3607.0,5.0,0.0,Strategy,279,732313.5798611111
280,2006-01-02-volume-min-001,280,2006-01-02 13:57:00,3607.0,3607.0,3607.0,3607.0,231.0,0.0,Strategy,280,732313.58125
281,2006-01-02-volume-min-001,281,2006-01-02 13:58:00,3607.0,3607.0,3607.0,3607.0,15.0,0.0,Strategy,281,732313.5819444444
282,2006-01-02-volume-min-001,282,2006-01-02 13:59:00,3607.0,3607.0,3607.0,3607.0,5.0,0.0,Strategy,282,732313.5826388889
283,2006-01-02-volume-min-001,283,2006-01-02 14:00:00,3607.0,3607.0,3607.0,3607.0,106.0,0.0,Strategy,283,732313.5833333334
284,2006-01-02-volume-min-001,284,2006-01-02 14:01:00,3608.0,3608.0,3607.0,3608.0,330.0,0.0,Strategy,284,732313.5840277778
285,2006-01-02-volume-min-001,285,2006-01-02 14:03:00,3608.0,3608.0,3607.0,3608.0,3.0,0.0,Strategy,285,732313.5854166667
286,2006-01-02-volume-min-001,286,2006-01-02 14:04:00,3608.0,3608.0,3607.0,3607.0,18.0,0.0,Strategy,286,732313.5861111111
287,2006-01-02-volume-min-001,287,2006-01-02 14:06:00,3608.0,3608.0,3607.0,3607.0,7.0,0.0,Strategy,287,732313.5875
288,2006-01-02-volume-min-001,288,2006-01-02 14:07:00,3607.0,3607.0,3607.0,3607.0,210.0,0.0,Strategy,288,732313.5881944444
289,2006-01-02-volume-min-001,289,2006-01-02 14:09:00,3606.0,3607.0,3606.0,3607.0,6.0,0.0,Strategy,289,732313.5895833333
290,2006-01-02-volume-min-001,290,2006-01-02 14:10:00,3607.0,3607.0,3607.0,3607.0,45.0,0.0,Strategy,290,732313.5902777778
291,2006-01-02-volume-min-001,291,2006-01-02 14:11:00,3606.0,3607.0,3606.0,3607.0,225.0,0.0,Strategy,291,732313.5909722223
292,2006-01-02-volume-min-001,292,2006-01-02 14:12:00,3608.0,3608.0,3607.0,3608.0,15.0,0.0,Strategy,292,732313.5916666667
293,2006-01-02-volume-min-001,293,2006-01-02 14:13:00,3608.0,3608.0,3608.0,3608.0,209.0,0.0,Strategy,293,732313.5923611111
294,2006-01-02-volume-min-001,294,2006-01-02 14:14:00,3607.0,3608.0,3607.0,3608.0,160.0,0.0,Strategy,294,732313.5930555556
295,2006-01-02-volume-min-001,295,2006-01-02 14:15:00,3608.0,3608.0,3607.0,3607.0,43.0,0.0,Strategy,295,732313.59375
296,2006-01-02-volume-min-001,296,2006-01-02 14:16:00,3608.0,3608.0,3608.0,3608.0,52.0,0.0,Strategy,296,732313.5944444444
297,2006-01-02-volume-min-001,297,2006-01-02 14:17:00,3608.0,3608.0,3608.0,3608.0,7.0,0.0,Strategy,297,732313.5951388889
298,2006-01-02-volume-min-001,298,2006-01-02 14:18:00,3608.0,3608.0,3607.0,3608.0,51.0,0.0,Strategy,298,732313.5958333333
299,2006-01-02-volume-min-001,299,2006-01-02 14:19:00,3608.0,3608.0,3608.0,3608.0,318.0,0.0,Strategy,299,732313.5965277777
300,2006-01-02-volume-min-001,300,2006-01-02 14:20:00,3608.0,3608.0,3607.0,3608.0,113.0,0.0,Strategy,300,732313.5972222222
301,2006-01-02-volume-min-001,301,2006-01-02 14:21:00,3608.0,3608.0,3607.0,3608.0,77.0,0.0,Strategy,301,732313.5979166667
302,2006-01-02-volume-min-001,302,2006-01-02 14:22:00,3608.0,3608.0,3607.0,3608.0,21.0,0.0,Strategy,302,732313.598611111
303,2006-01-02-volume-min-001,303,2006-01-02 14:23:00,3608.0,3608.0,3607.0,3607.0,15.0,0.0,Strategy,303,732313.5993055556
304,2006-01-02-volume-min-001,304,2006-01-02 14:25:00,3608.0,3608.0,3608.0,3608.0,2.0,0.0,Strategy,304,732313.6006944445
305,2006-01-02-volume-min-001,305,2006-01-02 14:26:00,3608.0,3608.0,3607.0,3607.0,127.0,0.0,Strategy,305,732313.6013888889
306,2006-01-02-volume-min-001,306,2006-01-02 14:27:00,3608.0,3608.0,3608.0,3608.0,34.0,0.0,Strategy,306,732313.6020833333
307,2006-01-02-volume-min-001,307,2006-01-02 14:28:00,3608.0,3608.0,3607.0,3608.0,117.0,0.0,Strategy,307,732313.6027777778
308,2006-01-02-volume-min-001,308,2006-01-02 14:29:00,3608.0,3608.0,3608.0,3608.0,53.0,0.0,Strategy,308,732313.6034722222
309,2006-01-02-volume-min-001,309,2006-01-02 14:30:00,3608.0,3608.0,3607.0,3607.0,21.0,0.0,Strategy,309,732313.6041666666
310,2006-01-02-volume-min-001,310,2006-01-02 14:31:00,3608.0,3608.0,3608.0,3608.0,26.0,0.0,Strategy,310,732313.6048611111
311,2006-01-02-volume-min-001,311,2006-01-02 14:32:00,3608.0,3608.0,3608.0,3608.0,133.0,0.0,Strategy,311,732313.6055555556
312,2006-01-02-volume-min-001,312,2006-01-02 14:33:00,3608.0,3608.0,3608.0,3608.0,27.0,0.0,Strategy,312,732313.60625
313,2006-01-02-volume-min-001,313,2006-01-02 14:34:00,3608.0,3608.0,3608.0,3608.0,5.0,0.0,Strategy,313,732313.6069444445
314,2006-01-02-volume-min-001,314,2006-01-02 14:35:00,3608.0,3608.0,3608.0,3608.0,16.0,0.0,Strategy,314,732313.6076388889
315,2006-01-02-volume-min-001,315,2006-01-02 14:36:00,3608.0,3609.0,3608.0,3609.0,53.0,0.0,Strategy,315,732313.6083333333
316,2006-01-02-volume-min-001,316,2006-01-02 14:37:00,3609.0,3609.0,3608.0,3608.0,80.0,0.0,Strategy,316,732313.6090277778
317,2006-01-02-volume-min-001,317,2006-01-02 14:38:00,3609.0,3609.0,3608.0,3609.0,104.0,0.0,Strategy,317,732313.6097222222
318,2006-01-02-volume-min-001,318,2006-01-02 14:39:00,3609.0,3609.0,3608.0,3609.0,35.0,0.0,Strategy,318,732313.6104166667
319,2006-01-02-volume-min-001,319,2006-01-02 14:40:00,3609.0,3609.0,3608.0,3609.0,120.0,0.0,Strategy,319,732313.6111111111
320,2006-01-02-volume-min-001,320,2006-01-02 14:41:00,3609.0,3609.0,3608.0,3609.0,33.0,0.0,Strategy,320,732313.6118055555
321,2006-01-02-volume-min-001,321,2006-01-02 14:42:00,3608.0,3609.0,3608.0,3609.0,6.0,0.0,Strategy,321,732313.6125
322,2006-01-02-volume-min-001,322,2006-01-02 14:43:00,3608.0,3608.0,3608.0,3608.0,15.0,0.0,Strategy,322,732313.6131944444
323,2006-01-02-volume-min-001,323,2006-01-02 14:45:00,3608.0,3609.0,3608.0,3609.0,70.0,0.0,Strategy,323,732313.6145833334
324,2006-01-02-volume-min-001,324,2006-01-02 14:46:00,3609.0,3609.0,3608.0,3608.0,211.0,0.0,Strategy,324,732313.6152777778
325,2006-01-02-volume-min-001,325,2006-01-02 14:47:00,3610.0,3610.0,3608.0,3608.0,92.0,0.0,Strategy,325,732313.6159722222
326,2006-01-02-volume-min-001,326,2006-01-02 14:48:00,3608.0,3608.0,3608.0,3608.0,301.0,0.0,Strategy,326,732313.6166666667
327,2006-01-02-volume-min-001,327,2006-01-02 14:49:00,3608.0,3609.0,3608.0,3609.0,2.0,0.0,Strategy,327,732313.6173611111
328,2006-01-02-volume-min-001,328,2006-01-02 14:51:00,3608.0,3609.0,3608.0,3609.0,8.0,0.0,Strategy,328,732313.61875
329,2006-01-02-volume-min-001,329,2006-01-02 14:52:00,3608.0,3608.0,3608.0,3608.0,8.0,0.0,Strategy,329,732313.6194444444
330,2006-01-02-volume-min-001,330,2006-01-02 14:53:00,3609.0,3609.0,3608.0,3608.0,107.0,0.0,Strategy,330,732313.620138889
331,2006-01-02-volume-min-001,331,2006-01-02 14:56:00,3609.0,3609.0,3608.0,3608.0,11.0,0.0,Strategy,331,732313.6222222223
332,2006-01-02-volume-min-001,332,2006-01-02 14:57:00,3609.0,3610.0,3609.0,3610.0,238.0,0.0,Strategy,332,732313.6229166667
333,2006-01-02-volume-min-001,333,2006-01-02 14:58:00,3609.0,3609.0,3609.0,3609.0,6.0,0.0,Strategy,333,732313.6236111111
334,2006-01-02-volume-min-001,334,2006-01-02 14:59:00,3609.0,3609.0,3609.0,3609.0,96.0,0.0,Strategy,334,732313.6243055556
335,2006-01-02-volume-min-001,335,2006-01-02 15:00:00,3610.0,3610.0,3609.0,3609.0,85.0,0.0,Strategy,335,732313.625
336,2006-01-02-volume-min-001,336,2006-01-02 15:01:00,3609.0,3609.0,3608.0,3608.0,45.0,0.0,Strategy,336,732313.6256944444
337,2006-01-02-volume-min-001,337,2006-01-02 15:02:00,3609.0,3610.0,3609.0,3610.0,50.0,0.0,Strategy,337,732313.6263888889
338,2006-01-02-volume-min-001,338,2006-01-02 15:03:00,3609.0,3609.0,3609.0,3609.0,13.0,0.0,Strategy,338,732313.6270833333
339,2006-01-02-volume-min-001,339,2006-01-02 15:04:00,3609.0,3610.0,3609.0,3610.0,51.0,0.0,Strategy,339,732313.6277777777
340,2006-01-02-volume-min-001,340,2006-01-02 15:05:00,3609.0,3610.0,3609.0,3610.0,7.0,0.0,Strategy,340,732313.6284722222
341,2006-01-02-volume-min-001,341,2006-01-02 15:06:00,3609.0,3609.0,3609.0,3609.0,295.0,0.0,Strategy,341,732313.6291666667
342,2006-01-02-volume-min-001,342,2006-01-02 15:08:00,3610.0,3610.0,3610.0,3610.0,32.0,0.0,Strategy,342,732313.6305555556
343,2006-01-02-volume-min-001,343,2006-01-02 15:09:00,3610.0,3610.0,3610.0,3610.0,10.0,0.0,Strategy,343,732313.63125
344,2006-01-02-volume-min-001,344,2006-01-02 15:11:00,3609.0,3609.0,3609.0,3609.0,9.0,0.0,Strategy,344,732313.6326388889
345,2006-01-02-volume-min-001,345,2006-01-02 15:13:00,3610.0,3610.0,3609.0,3609.0,12.0,0.0,Strategy,345,732313.6340277778
346,2006-01-02-volume-min-001,346,2006-01-02 15:14:00,3609.0,3609.0,3609.0,3609.0,31.0,0.0,Strategy,346,732313.6347222222
347,2006-01-02-volume-min-001,347,2006-01-02 15:15:00,3609.0,3609.0,3609.0,3609.0,5.0,0.0,Strategy,347,732313.6354166666
348,2006-01-02-volume-min-001,348,2006-01-02 15:16:00,3610.0,3610.0,3610.0,3610.0,51.0,0.0,Strategy,348,732313.6361111111
349,2006-01-02-volume-min-001,349,2006-01-02 15:17:00,3610.0,3610.0,3609.0,3610.0,95.0,0.0,Strategy,349,732313.6368055556
350,2006-01-02-volume-min-001,350,2006-01-02 15:18:00,3609.0,3611.0,3609.0,3611.0,298.0,0.0,Strategy,350,732313.6375
351,2006-01-02-volume-min-001,351,2006-01-02 15:19:00,3610.0,3613.0,3610.0,3613.0,815.0,0.0,Strategy,351,732313.6381944445
352,2006-01-02-volume-min-001,352,2006-01-02 15:20:00,3613.0,3613.0,3612.0,3613.0,18.0,0.0,Strategy,352,732313.6388888889
353,2006-01-02-volume-min-001,353,2006-01-02 15:21:00,3613.0,3613.0,3612.0,3613.0,61.0,0.0,Strategy,353,732313.6395833333
354,2006-01-02-volume-min-001,354,2006-01-02 15:22:00,3613.0,3613.0,3612.0,3612.0,9.0,0.0,Strategy,354,732313.6402777778
355,2006-01-02-volume-min-001,355,2006-01-02 15:23:00,3613.0,3613.0,3612.0,3612.0,157.0,0.0,Strategy,355,732313.6409722222
356,2006-01-02-volume-min-001,356,2006-01-02 15:24:00,3613.0,3613.0,3612.0,3612.0,197.0,0.0,Strategy,356,732313.6416666667
357,2006-01-02-volume-min-001,357,2006-01-02 15:25:00,3613.0,3613.0,3612.0,3612.0,665.0,0.0,Strategy,357,732313.6423611111
358,2006-01-02-volume-min-001,358,2006-01-02 15:26:00,3613.0,3613.0,3613.0,3613.0,24.0,0.0,Strategy,358,732313.6430555555
359,2006-01-02-volume-min-001,359,2006-01-02 15:27:00,3613.0,3614.0,3613.0,3613.0,41.0,0.0,Strategy,359,732313.64375
360,2006-01-02-volume-min-001,360,2006-01-02 15:28:00,3613.0,3613.0,3613.0,3613.0,19.0,0.0,Strategy,360,732313.6444444444
361,2006-01-02-volume-min-001,361,2006-01-02 15:29:00,3613.0,3614.0,3613.0,3614.0,40.0,0.0,Strategy,361,732313.6451388889
362,2006-01-02-volume-min-001,362,2006-01-02 15:30:00,3613.0,3614.0,3613.0,3613.0,29.0,0.0,Strategy,362,732313.6458333334
363,2006-01-02-volume-min-001,363,2006-01-02 15:31:00,3613.0,3614.0,3613.0,3614.0,317.0,0.0,Strategy,363,732313.6465277778
364,2006-01-02-volume-min-001,364,2006-01-02 15:32:00,3614.0,3615.0,3614.0,3614.0,521.0,0.0,Strategy,364,732313.6472222222
365,2006-01-02-volume-min-001,365,2006-01-02 15:33:00,3614.0,3614.0,3613.0,3614.0,13.0,0.0,Strategy,365,732313.6479166667
366,2006-01-02-volume-min-001,366,2006-01-02 15:34:00,3613.0,3614.0,3613.0,3614.0,6.0,0.0,Strategy,366,732313.6486111111
367,2006-01-02-volume-min-001,367,2006-01-02 15:35:00,3614.0,3614.0,3613.0,3614.0,70.0,0.0,Strategy,367,732313.6493055555
368,2006-01-02-volume-min-001,368,2006-01-02 15:36:00,3613.0,3614.0,3613.0,3614.0,66.0,0.0,Strategy,368,732313.65
369,2006-01-02-volume-min-001,369,2006-01-02 15:37:00,3615.0,3615.0,3614.0,3615.0,99.0,0.0,Strategy,369,732313.6506944444
370,2006-01-02-volume-min-001,370,2006-01-02 15:38:00,3614.0,3615.0,3614.0,3615.0,326.0,0.0,Strategy,370,732313.651388889
371,2006-01-02-volume-min-001,371,2006-01-02 15:39:00,3615.0,3616.0,3615.0,3616.0,279.0,0.0,Strategy,371,732313.6520833333
372,2006-01-02-volume-min-001,372,2006-01-02 15:40:00,3616.0,3616.0,3615.0,3615.0,190.0,0.0,Strategy,372,732313.6527777778
